name,age,city_tier,employment_type,monthly_income,other_income,bank_avg_balance_6m,job_tenure_months,cibil_score,past_defaults,inquiries_6m,existing_emi,dti,loan_amount_requested,tenure_requested_months,insurer_present,co_applicant,loan_status,approved_amount,interest_rate,loan_type,vehicle_type,vehicle_price,down_payment,co_applicant_income,property_value,ltv,property_age,builder_grade,legal_issue_flag,tenure_years,academic_score,entrance_score,course_level,course_stream,institute_tier,country,parent_income,parent_existing_emi,parent_dti,parent_cibil,tuition_fee,living_expenses,moratorium_years,business_vintage_years,business_type,annual_revenue,net_profit_margin,cashflow_stability,owner_income,owner_cibil,existing_loan_emi,industry_risk,collateral_value,collateral_flag,requested_amount,loan_tenure_years
Anjali Reddy,34,Rural,Salaried,41028,,45817,25,721,0,0,8314,0.203,125588,48,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,181619,56031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarthak Patel,39,Urban,Salaried,24065,,37446,6,760,0,0,5940,0.247,54344,12,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,89840,35496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Singh,34,Urban,Self-Employed,47104,,38916,39,756,0,4,1771,0.038,57503,36,1,0,1,44428,12.53,Two/Four Wheeler Loan,Two-Wheeler,69427,11924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neha Singh,28,Urban,Govt,26209,,27520,219,699,0,1,3893,0.149,776608,60,1,0,0,0,,Two/Four Wheeler Loan,Four-Wheeler,905850,129242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Sharma,35,Urban,Salaried,63249,,68712,22,686,0,0,6023,0.095,166972,36,0,0,1,133938,11.37,Two/Four Wheeler Loan,Two-Wheeler,193348,26376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Singh,24,Rural,Salaried,28251,,55504,16,726,0,0,6850,0.242,145072,60,0,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,179319,34247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Sharma,33,Rural,Salaried,35169,,67946,18,813,0,1,7404,0.211,149088,12,0,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,171427,22339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Patel,32,Urban,Salaried,52203,,88756,4,646,0,0,10941,0.21,102666,36,1,0,1,77183,11.98,Two/Four Wheeler Loan,Two-Wheeler,148286,45620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Reddy,31,Metro,Salaried,21537,,18575,77,632,0,0,2524,0.117,1713439,24,1,0,1,1258465,12.19,Two/Four Wheeler Loan,Four-Wheeler,1944190,230751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Reddy,31,Rural,Salaried,43412,,26136,19,730,0,0,4502,0.104,47108,48,1,0,1,35855,11.87,Two/Four Wheeler Loan,Two-Wheeler,63048,15940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suresh Kapoor,19,Metro,Salaried,59607,,58138,18,723,0,3,4074,0.068,66871,60,1,0,1,53826,11.94,Two/Four Wheeler Loan,Two-Wheeler,111268,44397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Khan,28,Metro,Salaried,15888,,14302,39,730,0,0,224,0.014,932949,24,1,0,1,713427,11.82,Two/Four Wheeler Loan,Four-Wheeler,1422592,489643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Yadav,33,Rural,Self-Employed,42770,,53843,21,735,0,1,9246,0.216,63647,36,1,1,1,51285,11.53,Two/Four Wheeler Loan,Two-Wheeler,88963,25316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Patel,33,Metro,Salaried,43898,,73160,38,707,0,0,8921,0.203,128098,24,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,158513,30415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Sharma,25,Metro,Salaried,51727,,92461,2,809,0,0,12928,0.25,88663,36,1,0,1,70777,11.42,Two/Four Wheeler Loan,Two-Wheeler,124381,35718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Singh,41,Metro,Salaried,21446,,37901,60,624,0,0,5343,0.249,46114,36,1,0,1,31592,12.78,Two/Four Wheeler Loan,Two-Wheeler,62157,16043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarthak Singh,26,Rural,Salaried,20193,,20991,102,670,0,0,2804,0.139,64111,60,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,83027,18916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Yadav,39,Urban,Govt,47829,,73219,38,714,0,0,9195,0.192,131261,36,1,0,1,97356,12.1,Two/Four Wheeler Loan,Two-Wheeler,152489,21228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Khan,35,Urban,Salaried,44455,,43088,111,621,1,1,10500,0.236,38941,36,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,61420,22479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Yadav,27,Metro,Salaried,43757,,25876,6,709,0,0,9295,0.212,682964,24,1,0,1,533478,11.63,Two/Four Wheeler Loan,Four-Wheeler,892688,209724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neha Gupta,44,Urban,Self-Employed,45197,,70161,23,820,0,1,2795,0.062,104589,24,1,0,1,76743,12.39,Two/Four Wheeler Loan,Two-Wheeler,124272,19683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan Gupta,24,Urban,Salaried,29800,,15339,33,721,0,0,3357,0.113,96409,24,1,0,1,71572,12.09,Two/Four Wheeler Loan,Two-Wheeler,122088,25679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Kapoor,38,Metro,Govt,43484,,48431,31,734,0,1,1404,0.032,1146181,24,1,1,1,955976,11.19,Two/Four Wheeler Loan,Four-Wheeler,1477492,331311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Verma,39,Metro,Salaried,44396,,44133,18,644,1,0,10589,0.239,113208,48,1,1,0,0,,Two/Four Wheeler Loan,Two-Wheeler,173702,60494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi Sharma,27,Metro,Salaried,29285,,45101,15,683,0,1,4438,0.152,374117,36,1,0,0,0,,Two/Four Wheeler Loan,Four-Wheeler,550241,176124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Khan,42,Rural,Salaried,67987,,112136,5,697,0,2,3886,0.057,101520,36,1,0,1,81550,11.76,Two/Four Wheeler Loan,Two-Wheeler,151702,50182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi Gupta,30,Urban,Salaried,47107,,45041,18,701,0,1,7910,0.168,995327,24,1,1,1,833819,11.15,Two/Four Wheeler Loan,Four-Wheeler,1110000,114673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Gupta,34,Rural,Self-Employed,22130,,38007,6,797,0,0,3420,0.155,69806,48,1,0,1,51531,12.14,Two/Four Wheeler Loan,Two-Wheeler,90054,20248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Singh,34,Metro,Self-Employed,49848,,46901,48,753,0,1,4463,0.09,137363,48,1,1,1,113616,11.27,Two/Four Wheeler Loan,Two-Wheeler,181794,44431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Gupta,31,Urban,Salaried,25380,,29682,8,653,0,1,721,0.028,151676,12,1,0,1,117297,11.92,Two/Four Wheeler Loan,Two-Wheeler,169614,17938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi Gupta,38,Urban,Salaried,51806,,82399,2,735,0,1,8698,0.168,1431186,48,1,1,1,1240540,10.8,Two/Four Wheeler Loan,Four-Wheeler,1740984,309798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Verma,38,Urban,Self-Employed,57379,,88328,29,750,0,1,7464,0.13,119323,36,1,0,1,90241,12.12,Two/Four Wheeler Loan,Two-Wheeler,177587,58264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi Kapoor,20,Rural,Govt,27690,,54855,33,788,0,1,5346,0.193,154677,12,0,1,1,114610,12.31,Two/Four Wheeler Loan,Two-Wheeler,180094,25417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Jain,41,Metro,Salaried,54451,,45616,74,815,0,2,7081,0.13,115535,36,1,0,1,90604,11.99,Two/Four Wheeler Loan,Two-Wheeler,156254,40719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Verma,20,Metro,Salaried,46192,,68987,31,659,0,2,9841,0.213,1160054,36,1,0,1,910438,11.98,Two/Four Wheeler Loan,Four-Wheeler,1388556,228502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiran Yadav,39,Urban,Salaried,52331,,74023,15,671,0,4,7220,0.138,138597,24,1,1,1,111078,12.18,Two/Four Wheeler Loan,Two-Wheeler,154621,16024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Singh,40,Urban,Self-Employed,68452,,128186,58,645,0,0,9599,0.14,1086671,60,1,0,1,850373,11.61,Two/Four Wheeler Loan,Four-Wheeler,1312976,226305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Singh,24,Urban,Salaried,36319,,26678,28,706,0,1,7960,0.219,86709,48,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,142792,56083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Yadav,29,Metro,Salaried,28694,,46705,3,748,0,1,2894,0.101,107443,36,1,0,1,75052,12.82,Two/Four Wheeler Loan,Two-Wheeler,162907,55464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Jain,24,Urban,Self-Employed,26657,,36051,30,779,0,1,893,0.033,45169,36,1,0,1,35841,11.68,Two/Four Wheeler Loan,Two-Wheeler,73791,28622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Jain,30,Metro,Salaried,27763,,25320,86,715,0,1,200,0.007,137262,36,1,1,0,0,,Two/Four Wheeler Loan,Two-Wheeler,182131,44869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suresh Patel,30,Metro,Salaried,38843,,47064,18,701,0,0,7333,0.189,156748,36,1,0,1,116817,12.06,Two/Four Wheeler Loan,Two-Wheeler,180777,24029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiran Yadav,37,Urban,Salaried,45117,,45147,13,729,0,1,6997,0.155,40008,36,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,54387,14379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Singh,41,Urban,Salaried,44150,,60440,6,670,0,0,7771,0.176,786737,12,1,0,1,625910,11.45,Two/Four Wheeler Loan,Four-Wheeler,1030183,243446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Khan,42,Metro,Salaried,52408,,96090,6,845,0,0,2790,0.053,44835,36,1,0,1,32776,12.23,Two/Four Wheeler Loan,Two-Wheeler,69330,24495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Kapoor,28,Metro,Salaried,40195,,54422,20,624,0,1,1370,0.034,87291,48,1,0,1,64822,12.29,Two/Four Wheeler Loan,Two-Wheeler,100268,12977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Kapoor,31,Metro,Salaried,61803,,89465,33,731,0,1,225,0.004,121714,36,0,0,1,93698,11.96,Two/Four Wheeler Loan,Two-Wheeler,161526,39812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Kapoor,20,Metro,Salaried,36030,,46051,3,841,0,1,3158,0.088,63366,12,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,74114,10748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Verma,26,Urban,Self-Employed,80803,,46603,101,720,0,0,11917,0.147,138605,48,1,1,1,121085,10.52,Two/Four Wheeler Loan,Two-Wheeler,172695,34090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarthak Reddy,39,Rural,Self-Employed,49385,,41942,51,709,0,1,4843,0.098,118667,24,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,174820,56153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiran Jain,43,Metro,Salaried,27143,,33603,32,699,0,1,2969,0.109,95497,24,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,126120,30623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Kapoor,23,Urban,Salaried,23937,,23108,63,709,0,1,5411,0.226,1411672,24,0,1,1,1090353,11.93,Two/Four Wheeler Loan,Four-Wheeler,1793206,381534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Reddy,28,Rural,Salaried,47237,,36497,3,802,0,0,4113,0.087,1291155,36,1,0,1,1103297,10.75,Two/Four Wheeler Loan,Four-Wheeler,1651817,360662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neha Kapoor,32,Rural,Salaried,36648,,46037,23,587,0,0,4709,0.128,108638,48,0,1,1,76672,12.53,Two/Four Wheeler Loan,Two-Wheeler,142539,33901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Sharma,34,Metro,Salaried,50710,,49910,36,812,0,0,9935,0.196,131024,36,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,197178,66154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiran Verma,26,Rural,Self-Employed,47099,,41784,64,635,1,1,4669,0.099,1141831,24,1,1,1,877021,13.48,Two/Four Wheeler Loan,Four-Wheeler,1805625,663794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan Yadav,35,Metro,Salaried,38908,,46533,55,704,0,3,6051,0.156,54575,48,1,0,1,41268,12.53,Two/Four Wheeler Loan,Two-Wheeler,88971,34396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Patel,29,Metro,Salaried,27298,,19107,12,694,0,1,5885,0.216,96337,48,0,1,0,0,,Two/Four Wheeler Loan,Two-Wheeler,145101,48764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meera Kapoor,32,Metro,Salaried,17277,,32681,102,755,0,0,4101,0.237,105503,48,1,0,1,74696,12.5,Two/Four Wheeler Loan,Two-Wheeler,130998,25495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Kapoor,36,Urban,Self-Employed,33302,,59995,5,624,0,0,1224,0.037,1173887,24,1,0,0,0,,Two/Four Wheeler Loan,Four-Wheeler,1692554,518667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Patel,32,Metro,Salaried,52846,,82515,75,748,0,3,12242,0.232,1245060,36,1,0,1,1026574,11.71,Two/Four Wheeler Loan,Four-Wheeler,1619656,374596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Jain,29,Metro,Salaried,43211,,28490,127,841,0,1,5316,0.123,135197,60,1,0,1,103805,11.99,Two/Four Wheeler Loan,Two-Wheeler,164154,28957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Kapoor,31,Metro,Salaried,21314,,35463,7,638,0,0,1376,0.065,84977,48,0,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,131190,46213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Khan,31,Rural,Self-Employed,42598,,72925,46,731,0,1,4890,0.115,172763,12,1,0,1,134018,11.89,Two/Four Wheeler Loan,Two-Wheeler,194449,21686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sana Kapoor,29,Rural,Self-Employed,45780,,75612,1,680,0,0,11216,0.245,372857,12,1,0,1,269438,12.33,Two/Four Wheeler Loan,Four-Wheeler,592334,219477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi Sharma,30,Metro,Salaried,26742,,17943,19,746,0,0,3293,0.123,110344,36,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,144893,34549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Jain,43,Rural,Salaried,42306,,62015,26,721,0,3,3477,0.082,134541,60,1,0,1,93179,13.29,Two/Four Wheeler Loan,Two-Wheeler,189804,55263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarthak Patel,36,Rural,Salaried,40873,,71589,31,682,0,0,6472,0.158,645553,36,0,0,1,490355,11.88,Two/Four Wheeler Loan,Four-Wheeler,919337,273784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Khan,30,Urban,Salaried,22855,,31221,99,749,0,1,1372,0.06,120347,36,1,0,1,90234,12.2,Two/Four Wheeler Loan,Two-Wheeler,190584,70237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarthak Jain,37,Metro,Self-Employed,45367,,66672,40,828,0,0,860,0.019,733017,24,1,0,1,594880,11.26,Two/Four Wheeler Loan,Four-Wheeler,1033876,300859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Yadav,30,Urban,Self-Employed,48412,,57491,24,709,0,2,1560,0.032,43075,36,0,0,1,33604,12.04,Two/Four Wheeler Loan,Two-Wheeler,60176,17101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Verma,40,Rural,Self-Employed,56246,,72730,60,763,0,0,1801,0.032,83728,48,1,0,1,67693,11.3,Two/Four Wheeler Loan,Two-Wheeler,95145,11417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Sharma,35,Urban,Self-Employed,55807,,30781,108,642,0,0,2119,0.038,116307,36,1,0,1,93992,11.3,Two/Four Wheeler Loan,Two-Wheeler,156226,39919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Jain,31,Metro,Salaried,19335,,28199,1,663,0,0,671,0.035,666921,48,1,0,1,471323,12.52,Two/Four Wheeler Loan,Four-Wheeler,780071,113150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Patel,35,Urban,Salaried,25933,,16135,146,748,0,2,4155,0.16,676871,60,1,1,1,531204,11.98,Two/Four Wheeler Loan,Four-Wheeler,997203,320332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Sharma,21,Urban,Self-Employed,47726,,55005,3,809,0,1,2170,0.045,569923,24,1,0,1,436794,12,Two/Four Wheeler Loan,Four-Wheeler,763631,193708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Reddy,24,Urban,Salaried,47707,,44796,61,741,0,1,4123,0.086,99614,36,0,0,1,73927,12.29,Two/Four Wheeler Loan,Two-Wheeler,143137,43523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi Yadav,24,Metro,Self-Employed,47726,,62910,12,701,0,3,10700,0.224,1211895,24,1,0,0,0,,Two/Four Wheeler Loan,Four-Wheeler,1365518,153623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suresh Patel,33,Metro,Salaried,97791,,68466,5,720,0,1,11587,0.118,158061,48,1,0,1,133708,11.05,Two/Four Wheeler Loan,Two-Wheeler,180731,22670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Gupta,44,Rural,Salaried,48563,,74664,21,645,0,0,8105,0.167,134296,36,0,0,1,97141,12.32,Two/Four Wheeler Loan,Two-Wheeler,196023,61727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Sharma,48,Rural,Govt,57033,,96529,37,756,0,0,2457,0.043,1002744,36,1,0,1,835294,11,Two/Four Wheeler Loan,Four-Wheeler,1141590,138846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiran Jain,36,Metro,Salaried,54310,,40463,17,773,0,0,2611,0.048,142731,48,1,0,1,115591,11.28,Two/Four Wheeler Loan,Two-Wheeler,162448,19717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neha Jain,36,Rural,Govt,49771,,32673,2,693,0,1,509,0.01,62309,36,1,0,1,51413,11.3,Two/Four Wheeler Loan,Two-Wheeler,69513,7204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan Jain,19,Metro,Govt,35271,,25334,33,692,0,2,1490,0.042,100380,60,0,0,1,72153,12.77,Two/Four Wheeler Loan,Two-Wheeler,163739,63359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan Gupta,28,Urban,Self-Employed,51385,,93299,84,736,0,0,3579,0.07,36441,36,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,53688,17247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi Jain,26,Urban,Self-Employed,28408,,36711,17,694,0,0,1257,0.044,42337,24,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,53319,10982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Verma,28,Rural,Salaried,36448,,43770,9,716,0,1,808,0.022,79921,36,1,0,1,59021,12.34,Two/Four Wheeler Loan,Two-Wheeler,98542,18621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Gupta,31,Rural,Self-Employed,32720,,21597,21,846,0,1,987,0.03,98031,48,1,1,1,82614,11.09,Two/Four Wheeler Loan,Two-Wheeler,123296,25265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Yadav,29,Metro,Salaried,41228,,60784,2,705,0,0,4749,0.115,693050,36,1,0,0,0,,Two/Four Wheeler Loan,Four-Wheeler,1038116,345066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Yadav,18,Rural,Salaried,74720,,134645,62,698,0,1,3854,0.052,931904,48,1,0,1,761945,11.39,Two/Four Wheeler Loan,Four-Wheeler,1328276,396372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shruti Kapoor,37,Metro,Salaried,11991,,20892,63,681,0,0,1092,0.091,98703,60,1,1,1,71734,12.28,Two/Four Wheeler Loan,Two-Wheeler,116885,18182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Kapoor,24,Urban,Salaried,50294,,72377,32,765,0,1,6330,0.126,77184,24,1,0,1,61270,11.67,Two/Four Wheeler Loan,Two-Wheeler,91044,13860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Khan,34,Urban,Salaried,15809,,9690,16,709,0,1,2729,0.173,173721,60,0,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,199569,25848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Gupta,47,Urban,Salaried,32921,,22011,58,681,0,0,324,0.01,79966,24,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,113927,33961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Kapoor,26,Metro,Salaried,56334,,32334,29,799,0,1,11258,0.2,78945,24,1,1,1,67148,10.99,Two/Four Wheeler Loan,Two-Wheeler,117708,38763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Sharma,18,Rural,Self-Employed,40964,,36303,63,805,0,1,6430,0.157,1582585,24,1,0,0,0,,Two/Four Wheeler Loan,Four-Wheeler,1928838,346253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravi Reddy,30,Metro,Salaried,23834,,16767,36,684,0,0,487,0.02,151236,48,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,169221,17985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritika Kapoor,40,Metro,Govt,29270,,26052,55,608,0,1,6392,0.218,134849,36,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,154052,19203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Yadav,46,Urban,Self-Employed,50194,,54088,33,780,0,2,11556,0.23,50670,24,1,1,1,38128,12.37,Two/Four Wheeler Loan,Two-Wheeler,83115,32445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Yadav,23,Urban,Self-Employed,29045,,55606,19,679,0,1,444,0.015,50594,36,1,0,1,38106,12.16,Two/Four Wheeler Loan,Two-Wheeler,62357,11763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Khan,35,Rural,Salaried,43247,,61219,114,767,0,0,2994,0.069,1229280,36,1,0,1,971953,11.51,Two/Four Wheeler Loan,Four-Wheeler,1836849,607569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Kapoor,29,Metro,Self-Employed,40684,,71297,28,602,0,2,8200,0.202,562650,12,1,1,1,441806,11.98,Two/Four Wheeler Loan,Four-Wheeler,789572,226922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarthak Patel,31,Metro,Salaried,30226,,47320,33,774,0,0,5654,0.187,71464,48,1,0,0,0,,Two/Four Wheeler Loan,Two-Wheeler,90989,19525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaditya Patel,51,Rural,Self-Employed,72159,,48257,9,647,0,0,3329,0.046,416153,48,1,0,1,339073,11.22,Two/Four Wheeler Loan,Four-Wheeler,496428,80275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivek Verma,21,Urban,Salaried,49509,,79407,35,764,0,0,2591,0.052,62747,36,1,0,1,50777,11.29,Two/Four Wheeler Loan,Two-Wheeler,72659,9912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neha Kapoor,34,Metro,Self-Employed,9623,,8782,31,721,0,3,891,0.093,688734,60,1,0,0,0,,Two/Four Wheeler Loan,Four-Wheeler,962596,273862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjali Gupta,35,Urban,Govt,42797,,62426,7,663,0,2,5184,0.121,375379,36,1,1,1,296064,11.94,Two/Four Wheeler Loan,Four-Wheeler,562273,186894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohan Sharma,40,Urban,Salaried,30073,,30417,2,696,0,4,4648,0.155,79843,60,1,0,1,58087,13.07,Two/Four Wheeler Loan,Two-Wheeler,112959,33116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rahul Kapoor,33,Urban,Salaried,52787,,105390,33,761,0,0,4868,0.092,108009,36,1,1,1,85714,11.48,Two/Four Wheeler Loan,Two-Wheeler,145779,37770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priya Verma,34,Urban,Self-Employed,28112,,25169,52,726,0,1,3251,0.116,97295,36,1,0,1,75659,11.87,Two/Four Wheeler Loan,Two-Wheeler,109639,12344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yash Verma,29,Rural,Salaried,38279,,35167,27,755,0,2,7153,0.187,55541,24,1,0,1,40813,12.58,Two/Four Wheeler Loan,Two-Wheeler,91132,35591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabir Yadav,34,Rural,Self-Employed,47575,,90203,9,839,0,1,436,0.009,1112645,48,1,1,1,933302,11.13,Two/Four Wheeler Loan,Four-Wheeler,1684841,572196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
